"subjid","rownum","submitdate","dimension","run","counterbalance","introcheck","introrating","introtiming","rating1","timing1","q1seen","q1comments","city","country","gender","age","thoughts","playtiming","playrating"
"FSF_r2b_fa_0","276","2013-11-08 00:10","fa","2","b","getit","0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6","0!!23.907!!30.163!!30.515!!30.667!!30.779!!31.276!!32.291!!32.562!!32.731!!33.210!!36.771!!37.011!!37.194!!37.731!!38.572!!38.947!!39.283!!39.794!!40.980!!41.187!!42.179!!42.427!!42.787!!43.155!!43.628!!44.011!!44.202!!44.363!!49.595!!49.754!!49.954!!50.474","0!1!2!3!4!5!6!7!6!7!6!5!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!2!3!4!5!6!5!4!3!4!3!4!5!6!7!6!5!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!3!2!1!0!1!2!1!0!1!2!3!4!5!6!7!6!5!6!7!6!5!4!3!4!5!6!7!8!9!10!10!10!9!8!7!6!5!4!3!2!1!0!0!1!2!1!0!0!0!0!1!2!1!0!1!2!3!4!5!4!3!2!1!0!0!1!2!3!4!3!2!1!2!3!4!3!2!1!0!0!0!1!2!1!0!0!1!2!1!0!0!1!2!3!2!1!0!0!0!1!2!3!4!5!4!3!2!1!2!3!2!3!2!3!2!3!4!5!6!5!4!3!2!3!4!5!6!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!6!7!6!5!4!3!4!3!2!3!4!5!4!3!2!1!0!0!0!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!3!4!3!2!1!0!1!2!3!2!1!2!3!4!5!4!3!2!1!0!0!1!2!3!4!5!4!3!2!1!0!0!1!0!1!0!1!2!3!2!1!0!0!0!1!0!0!1!2!1!0!0!0!1!2!1!0!0!0!0!1!0!0!0!0!1!0!0!0!0!1!2!3!2!1!0!1!0!0!0!0!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!0!0!0!0!1!2!3!4!5!6!7!8!9!8!7!6!5!4!3!2!1!0!1!0!1!0!1!2!3!4!3!4!PAUSE!PLAY!3!4!5!4!3!2!1!2","0!11.272!11.519!11.759!12.167!12.423!13.550!18.535!22.288!28.368!30.272!32.576!32.976!35.081!36.000!36.240!36.447!36.632!37.280!38.128!38.336!38.527!38.648!38.976!39.191!39.552!40.065!42.191!42.520!46.400!46.776!47.040!47.247!47.496!48.816!49.457!49.648!49.792!50.032!53.792!54.816!55.673!59.026!60.450!61.776!62.369!62.576!62.746!66.401!66.729!72.088!78.312!85.650!86.280!86.937!87.520!87.888!88.081!88.729!89.273!89.921!91.224!91.433!91.601!95.825!99.529!100.65!100.88!102.11!102.83!103.37!109.94!110.17!111.36!111.76!112.65!112.78!112.89!113.14!113.79!117.00!117.28!117.98!118.15!123.15!123.62!123.84!127.37!153.25!153.36!153.48!153.59!153.71!153.82!153.95!154.08!154.19!154.55!154.67!154.78!154.90!155.02!155.16!155.29!155.42!155.55!155.68!155.79!159.26!159.79!162.87!163.02!163.14!163.27!163.39!165.66!166.44!167.40!169.33!172.15!172.29!172.40!172.54!172.66!175.11!175.81!176.80!176.98!177.09!177.25!181.24!181.41!181.63!182.49!185.21!185.41!187.52!188.51!188.70!189.46!190.55!190.82!191.06!191.23!191.40!191.53!197.99!201.32!202.22!204.66!204.88!209.48!209.70!211.02!211.18!211.32!211.74!211.94!212.12!212.43!212.63!212.75!212.88!213.26!216.20!216.42!216.59!216.84!218.30!222.85!224.14!224.33!224.49!234.67!238.63!242.71!247.19!254.80!255.53!256.94!262.96!268.53!268.75!268.91!271.25!271.48!273.27!273.45!276.03!276.19!276.31!276.43!276.57!277.59!278.59!280.20!280.35!280.47!280.59!280.72!280.84!286.01!286.51!286.54!286.57!286.61!286.64!286.67!287.21!292.47!294.77!295.21!295.44!295.63!297.68!301.69!302.02!305.09!305.34!306.04!309.31!309.46!309.58!309.71!309.83!309.97!310.07!310.19!310.93!311.08!311.22!311.33!311.47!311.74!311.91!312.05!312.18!312.63!313.30!314.07!314.20!317.79!320.99!331.17!332.16!332.49!332.67!332.81!335.55!336.05!336.26!337.05!337.30!338.08!338.54!338.67!338.79!339.17!339.35!339.48!339.62!339.72!339.86!342.59!342.86!343.35!343.76!343.89!344.22!344.51!344.66!344.76!344.91!345.02!346.25!352.25!357.51!357.83!360.60!361.07!361.25!361.90!362.13!362.31!362.51!362.73!367.65!368.27!368.51!373.61!373.82!374.31!374.47!374.95!375.17!375.41!375.63!375.79!376.00!376.13!376.27!376.41!381.93!382.46!382.59!382.72!382.83!385.69!386.37!386.51!386.63!386.75!396.44!398.77!398.97!399.71!399.89!400.00!401.75!402.55!402.72!403.01!403.14!404.13!405.36!405.51!405.76!405.90!406.01!406.37!406.58!407.64!407.77!407.87!408.37!408.40!408.44!408.47!408.50!408.53!408.57!408.60!441.5!441.70!442.08!442.20!442.33!442.47!442.56!446.26!446.37!455.66!455.84!456.06!456.25!456.43!460.54!460.74!460.88!461.60!462.5!463.40!463.81!464.73!468.93!478.11!493.50!502.39!507.78!508.71!512.10!512.10!514.31!514.79!515.09!518.31!518.50!518.87!519.80!526.30","0!!0!!0!!seen","0!!Is that Justin Bieber's girlfriend?!!0!!Wasn't that Invention of Lying?","Little Rock","USA","male","41"," Lots of times I can figure out what's going on with these things, but I have no idea what's going on here. Curiosity is killing me.","0!!21.983!!22.559!!22.726!!24.366!!24.510!!24.894!!25.006!!25.126!!25.254!!25.391!!25.519!!28.694!!28.958!!29.070!!29.207!!29.326!!32.414!!32.703!!32.974!!34.606!!34.718!!34.838!!34.983!!35.078!!35.21","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r2a_fa_0","277","NULL","fa","2","a","getit","0!!1!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2","0!!14.624!!15.871!!18.176!!18.368!!22.703!!23.023!!23.232!!23.519!!24.095!!24.736!!24.976!!26!!28.335!!28.510!!28.703!!28.894!!29.102!!29.568!!29.983!!30.496!!33.023!!33.279!!33.488!!33.696!!34.288!!34.512!!34.719!!34.927!!35.134!!36.752!!41.312!!41.536!!41.888!!42.128!!42.351!!42.542!!42.768!!43.360","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!13.346!!13.921!!14.736!!14.944!!15.136!!15.328!!15.520!!15.697!!15.872!!16.336!!19.616!!19.776!!19.952!!20.128!!20.320!!22.384!!22.544!!22.720!!25.279!!25.780!!25.813!!25.848!!25.879!!25.912!!25.94","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0"
"FSF_r2b_ob_0","278","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2b_me_0","279","2013-11-08 00:24","me","2","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7","0!!28.208!!28.545!!28.740!!28.953!!29.225!!29.809!!30.540!!31.014!!31.670!!32.906!!33.755!!34.035!!34.264!!34.473!!34.703!!34.914!!35.138!!35.351!!35.748!!36.494!!38.322!!38.651!!38.854!!39.054!!39.271!!39.463!!39.817!!40.248!!40.871!!41.407!!41.930!!48.126!!48.376!!48.642","0!PAUSE!PLAY!1!2!3!4!5!6!7!8!7!6!5!4!3!4!5!4!PAUSE!PLAY!5!6!7!8!9!10!PAUSE!PLAY!PAUSE!PLAY!PAUSE!PLAY!PAUSE!PAUSE!PLAY!PAUSE!PLAY!PAUSE!PLAY!PAUSE!PLAY!PAUSE!PLAY!9!8!7!6!5!4!3!2!3!2!3!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!4!5!6!7","0!12.700!12.700!15.842!16.317!16.615!16.884!17.098!17.318!17.572!19.423!38.796!39.453!39.683!40.118!40.651!51.176!51.763!70.092!87.513!80.202!90.858!97.897!104.43!108.82!109.21!110.29!129.81!104.90!112.23!61.030!62.069!-44.77!-39.89!-7.522!-224.3!-223.8!-675.4!-671.9!-1576.!-1574.!-3393.!-3391.!-7034.!-7032.!-7031.!-7031.!-7031.!-7030.!-7030.!-7030.!-7028.!-7027.!-7013.!-6999.!-6986.!-6972.!-6960.!-6958.!-6943.!-6940.!-6926.!-6926.!-6924.!-6924.!-6924.!-6923.!-6923.!-6919.!-6918.!-6917.!-6917.!-6916.!-6914.!-6905.!-6889.!-6876.!-6872.!-6867.!-6840.!-6825.!-6810.!-6804.!-6799.!-6797.!-6797.!-6797.!-6797.!-6796.!-6796.!-6796.!-6764.!-6763.!-6762.!-6759.!-6757.!-6752.!-6747.!-6746.!-6734.!-6724.!-6713.!-6708.!-6680.","seen!!0!!0!!0","0!!Just that my arrows froze temporarily so I couldn't follow the directions to move the scale for a minute or so.!!0!!0","NULL","NULL","Female","51"," My arrows froze temporarily so I couldn't follow the directions to move before clip two started. (didn't want you to think I wasn't paying attention!!)","0!!27.238!!27.831!!28.185!!28.419!!28.646!!28.855!!29.105!!29.314!!29.564!!29.978!!32.628!!32.864!!33.864!!34.108!!34.296!!34.515!!34.749!!34.983!!35.202!!35.406","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r2b_fa_0","280","2013-11-08 00:20","fa","2","b","getit","10","timing:","0!1!0!1!2!3!4!5!6!7!8!9!10!10!10!9!8!7!6!7!8!9!10!PAUSE!PLAY!9!10!9!10!9!8!9!10!9!8!7!6!5!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!1!0!1!2!3!2!1!0!1!2!3!4!5!4!3!2!1!2!3!4!3!2!1!0!1!2!1!0!1!2!1!0!1!2!3!4!5!6!5!4!3!2!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!5!6!7!6!5!4!3!2!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!3!4!5!6!5!4!3!2!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!5!6!7!8!9!8!7!6!5!4!3!2!3!4","0!3.9880!4.5230!12.233!12.493!12.700!12.851!13.022!13.223!13.348!13.498!13.686!13.837!14.051!25.055!34.019!37.725!37.995!38.716!39.861!40.141!40.386!40.798!43.416!43.416!45.378!46.380!48.443!52.383!82.157!82.940!85.561!86.058!101.85!102.38!102.82!103.61!103.90!106.59!114.27!114.56!114.87!115.37!132.72!133.02!134.22!134.47!134.63!134.81!135.08!135.25!135.44!135.57!135.74!135.90!140.55!140.89!143.65!143.87!148.36!148.64!148.94!150.05!150.28!150.55!153.51!153.75!154.13!154.55!154.87!160.47!160.70!161.00!161.35!161.98!162.26!162.57!163.66!165.58!167.39!167.86!168.17!168.45!171.70!171.91!173.62!176.75!179.13!179.57!182.03!182.74!183.89!184.75!186.34!186.71!187.62!187.85!188.10!188.38!188.72!190.27!191.58!192.08!192.40!193.34!201.43!201.66!201.88!202.09!202.30!202.74!203.71!203.98!204.19!204.37!204.67!204.93!205.49!214.44!218.19!219.03!223.10!223.41!226.27!226.52!226.75!227.10!227.79!236.60!237.35!239.55!240.87!241.13!241.30!241.67!254.82!255.01!255.19!255.37!255.60!256.04!259.73!259.96!260.15!260.30!260.66!261.58!261.74!261.92!262.08!262.24!266.21!266.50!266.71!266.88!267.06!267.30!267.58!267.90!268.51!268.99!270.26!277.57!277.76!277.94!278.14!278.31!278.52!279.80!280.04!280.23!280.82!285.80!286.43!287.97!288.20!288.52!289.24!289.48!290.61!293.70!293.95!294.20!294.36!294.87!295.59!300.25!303.05!303.34!304.01!304.19!304.42!304.60!304.84!305.31!312.65!312.92!313.18!313.62!325.48!325.73!326.01!326.68!326.90!327.09!327.27!327.38!327.51!327.71!337.65!337.91!338.08!338.23!338.46!339.33!339.51!339.70!339.87!340.12!341.02!341.59!341.80!341.97!342.13!342.30!342.47!344.41!344.62!344.81!344.99!345.13!345.52!349.83!350.04!350.23!350.84!351.09!352.28!360.61!360.85!363.61!363.80!364!364.17!364.35!364.59!365.19!370.35!371.00!371.41!371.61!371.87!372.99!378.12!378.36!378.69!379.45!379.67!379.86!380.05!380.42!386.85!387.07!387.22!387.36!387.55!387.71!388.66!388.85!389.05!389.32!389.50!389.66!389.81!403.93!409.52!423.03!423.26!423.45!423.59!423.72!423.87!424.11!424.31!424.47!426.10!436.62!437.04!437.38!437.62!437.86!438.18!444.21!444.61!445.26!445.66!446.23!448.23!449.10!452.89!455.93!463.46!469.19!469.42!470.38!470.68!474.26!476.56!483.85!497.26!497.51!497.72!497.97!498.70!509.92!510.15!510.94!511.19","0!!0!!0!!0","0!!0!!0!!0","Chicago","USA","female","22"," ","timing:","10"
"FSF_r2b_so_0","281","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2b_ob_0","282","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2b_fa_0","283","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2b_fa_0","284","NULL","fa","2","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5","0!!27.828!!28.212!!28.812!!29.140!!29.5!!29.828!!30.700!!31.364!!32.620!!34.476!!35.003!!35.667!!36.322!!36.835!!37.309!!37.620!!37.835!!39.682!!39.898!!40.075!!40.250!!41.330!!41.625!!41.850!!42.107!!42.884!!48.163!!48.419!!48.618!!48.858!!49.506","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!19.657!!19.926!!20.143!!20.358!!20.550!!20.725!!20.884!!21.045!!21.206!!21.389!!21.531!!24.348!!24.595!!24.802!!24.988!!25.171!!25.371!!25.535!!27.627!!27.875!!28.059!!28.242!!29.090!!29.634!!30.55","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r2b_so_0","285","2013-11-08 00:37","so","2","b","getit","10","timing:","0!0!0!0!1!2!3!4!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!9!8!7!6!5!4!3!4!5!6!7!6!5!4!5!6!7!7!7!PAUSE!PLAY!8!9!10!9!8!9!10!9!8!9!8!7!6!5!4!3!3!4!5!6!7!6!7!8!9!10!10!9!8!9!8!7!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!9!8!7!6!5!6!7!8!9!10!9!10!9!8!7!8!7!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!PAUSE!PLAY!1!2!3!4!5!6!7!8!9!10!10!10!10!10!10!10!10!10!10!10!10!10!9!8!7!6!5!4!5!6!7!8!7!6","0!5.2320!5.4570!5.6270!11.090!11.623!11.944!12.384!17.582!17.996!18.253!18.443!22.107!22.347!24.694!25.052!25.380!25.604!25.943!26.149!26.447!26.843!29.131!29.532!30.888!32.842!33.146!33.654!33.680!33.710!33.746!33.776!33.809!33.841!33.878!33.904!33.936!33.963!33.996!34.039!34.067!34.093!34.124!34.161!34.187!34.223!34.255!34.289!34.318!34.355!34.387!37.131!37.638!39.877!40.452!40.863!41.144!41.479!42.920!43.239!44.615!44.893!49.476!49.830!50.148!53.082!53.476!54.042!55.578!56.034!57.924!57.924!59.713!60.124!60.721!62.293!65.302!66.875!67.233!70.177!71.490!72.858!73.936!74.154!74.368!74.592!75.075!75.474!76.691!77.917!78.960!79.720!80.546!85.887!87.321!87.861!88.150!88.308!88.691!89.440!89.861!92.486!93.072!93.697!95.197!96.834!97.086!97.265!97.457!97.690!98.062!98.732!99.121!99.338!103.25!103.74!103.77!103.81!103.84!103.87!103.90!103.94!103.97!104.00!104.03!104.06!104.09!104.13!104.16!104.19!104.22!104.25!104.29!104.32!104.35!104.38!104.41!104.44!106.60!106.95!107.13!107.50!107.97!109.44!109.72!110.04!110.39!110.65!113.93!114.62!115.85!116.21!116.69!117.31!119.04!120.07!121.74!121.97!122.13!122.31!122.50!123.00!123.03!123.07!123.10!123.13!123.16!123.21!123.23!123.26!123.30!123.32!123.35!123.38!123.41!123.45!123.48!126.56!122.73!124.90!125.40!125.44!125.47!125.50!125.53!125.56!125.60!125.62!125.65!125.69!125.72!125.75!125.79!125.82!125.85!125.88!125.91!125.94!125.97!126.01!126.04!128.15!128.64!128.69!128.71!128.74!128.78!131.71!132.02!132.27!133.08!134.95!135.23","0!!0!!0!!0","funny and cute!!0!!0!!she was cute at the end","AUSTIN","USA","FEMALE","26","THIS WAS FUN THANK YOU ","timing:","10"
"FSF_r2b_fa_0","286","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2b_ob_0","287","2013-11-08 00:49","ob","2","b","getit","10","timing:","0!1!2!3!2!1!0!0!0!0!0!0!1!PAUSE!PLAY!PAUSE!PLAY!2!3!3!2!3!2!3!4!5!6!7!8!9!10!9!10!9!10!9!10!9!8!7!6!5!6!5!6!7!8!9!10!10!9!8!7!6!5!4!3!4!5!6!7!8!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!8!7!6!5!4!5!6!7","0!0.4089!0.6309!2.6319!3.7630!4.2609!4.2919!4.3239!4.3550!4.3889!4.4210!4.4529!14.980!19.203!19.203!19.637!6.2570!7.9650!8.1710!8.8830!9.4300!11.352!18.762!19.459!23.623!25.662!26.435!26.620!26.806!26.973!27.119!54.250!55.332!63.745!64.258!65.196!65.481!72.360!72.579!72.776!72.906!73.030!74.146!75.103!78.155!78.360!78.496!78.627!78.752!78.967!81.350!81.556!81.752!81.955!82.113!82.289!82.496!92.289!92.464!92.966!92.996!93.027!93.059!98.045!102.52!102.70!102.87!103.05!103.22!103.36!103.59!103.77!104.58!104.76!104.91!105.41!105.44!105.47!105.50!105.92!106.11!106.48!109.18!109.39!110.97!111.50!111.93!112.13!121.32","0!!0!!0!!0","0!!0!!0!!0","NULL","NULL","Male","25"," ","timing:","10"
"FSF_r2b_ph_0","288","NULL","ph","2","b","getit","10","timing:","0!1!2!3!4!5!6!7!8!7!6!5!4!3!4!5!6!7!8!7!6!7!8!7!6!5!4!3!4!5!6!7!6!5!4!3!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!2!3!4!5!6!7!8!9!10!9!10!9!10!9!8!9!8!7!6!7!8!9!8!7!6!5!4!3!4!5!6!7!8","0!17.085!17.429!17.539!18.203!18.971!19.164!30.024!30.264!31.473!32.473!32.736!33.049!33.536!36.448!36.648!37.016!37.233!37.625!41.925!42.077!43.046!43.277!46.373!46.542!46.717!46.917!47.805!49.358!49.542!49.743!50.037!55.994!56.073!56.241!56.409!56.656!58.273!58.450!58.649!58.986!59.202!61.320!61.984!67.634!77.016!78.664!78.976!83.842!83.980!84.195!84.450!84.786!87.371!91.234!91.330!91.467!91.618!91.763!91.954!92.131!92.338!92.746!93.338!100.13!100.60!101.45!109.19!109.78!110.54!116.48!116.63!117.56!119.65!119.86!120.15!123.84!124.05!124.23!124.43!124.71!125.08!126.83!127.11!128.39!128.65!129.38","0!!0!!0!!0","0!!0!!0!!0","NULL","NULL","NULL","NULL","NULL","timing:","10"
"FSF_r2b_so_0","289","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2a_sc_0","290","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2a_sc_0","291","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2a_sc_0","292","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2b_ph_0","293","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2a_sc_0","294","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2a_me_0","295","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r2a_me_0","296","2013-11-08 02:37","me","2","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6","0!!32.319!!33.292!!34.194!!34.753!!35.305!!36.005!!36.496!!37.043!!38.596!!39.068!!39.663!!39.966!!40.305!!40.691!!41.079!!41.490!!42.329!!43.115!!43.592!!44.042!!44.680!!45.355!!45.996!!46.667!!47.096!!51.187!!51.694!!52.329!!53.484","0!1!2!3!4!5!4!3!2!3!2!1!0!1!2!3!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!0!1!2!3!2!1!0!1!2!1!0!1!2!3!4!5!6!5!4!3!4!3!2!1!2!1!0!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!2!3!2!1!2!3!2!1!0!1!2!1!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!0!1!2!3!4!3!2!1!0!1!2!1!0!1!2!3!4!5!6!5!4!5!4!3!4!5!4!3!2!1!2!1!0!1!2!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!4!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!2!3!4!5!4!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!6!7!6!7!6!5!4!5!6!5!4!3!2!3!4!5!6!7!8!9!10!9!8!9!10!9!8!7!8!9!8!7!6!5!4!5!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!1!2!3!2!1!2!3!4!5!6!7!6!7!8!7!6!5!4!3!2!3!4!5!6!7!8!7!6!5!4!5!6!7","0!40.827!42.005!44.657!46.432!49.125!55.422!55.881!56.615!57.337!60.399!60.932!61.401!76.098!80.409!84.509!87.095!87.765!90.460!93.322!106.92!109.55!110.22!113.18!113.52!113.86!114.36!153.53!155.21!157.11!159.48!161.15!163.63!166.57!166.81!167.04!167.42!167.65!168.04!169.61!171.74!187.25!189.07!191.34!197.95!198.25!198.51!200.27!202.92!203.65!203.90!204.66!205.91!207.56!209.34!211.78!214.66!218.30!218.79!220.32!223.24!224.97!225.65!229.37!230.61!237.17!238.65!241.99!244.29!245.06!245.71!245.90!246.08!246.25!246.42!246.59!246.77!246.95!247.10!247.46!247.62!247.80!247.97!248.13!248.30!248.47!248.64!248.79!248.95!251.43!253.46!257.30!259.54!261.04!263.31!263.71!264.49!268.16!268.74!268.98!269.19!270.5!271.76!272.24!272.44!274.37!276.14!277.01!278.47!279.22!280.50!280.83!281.19!281.42!281.65!283.46!285.61!286.66!287.29!288.05!288.99!290.95!293.01!293.70!294.02!294.23!294.44!294.66!294.87!295.07!295.25!297.13!297.47!298.13!298.53!299.04!300.03!302.41!302.93!302.96!303.00!303.02!303.06!340.67!341.17!341.89!343.03!344.62!345.44!354.75!354.94!355.53!355.74!355.90!356.10!356.92!359.10!376.19!378.31!381.69!384.04!386.25!386.53!386.71!386.89!388.56!389.94!391.36!391.60!392.34!392.71!393.06!394.04!397.07!398.86!400.42!401.07!403.10!405.27!406.67!408.71!409.50!411.58!412.91!416.47!417.22!419.78!423.20!426.68!428.51!430.65!431.95!432.40!432.61!432.77!432.91!433.08!433.20!433.39!433.57!433.71!434.03!434.22!434.41!434.57!434.75!434.93!435.13!435.36!435.48!435.72!439.22!440.19!443.58!445.33!448.76!452.83!455.86!456.62!456.89!457.12!458.04!459.44!460.01!460.25!460.49!460.71!462.37!462.73!463.17!463.81!465.28!466.60!468.21!468.43!468.66!469.25!469.76!470.71!471.71!473.95!474.66!475.38!475.61!476.11!477.90!479.92!480.79!481.06!481.29!481.48!481.68!482.00!484.85!485.40!486.18!486.65!487.22!488.22!490.17!492.09!492.35!492.96!494.93!496.01!496.47!498.78!499.19!499.63!500.24!501.38!503.42!503.67!503.96!504.23!504.57!505.53!506.87!508.42!509.63!512.55!515.33!521.67!539.38!539.41!542.06!543.43!545.62!545.96!546.36!547.61!549.78!551.55!551.82!552.10!552.42!552.69!553.31!554.50!555.57!555.81!556.04!556.27!556.59!556.89!559.48!559.72!559.91!560.09!560.51!561.18!561.38!561.58!561.76!561.92!567.79!568.22!571.17!572.10!572.69!577.19!578.10!578.88!579.99!581.26!583.01!587.19!590.79!595.61!598.25!598.53!598.96!599.75!600.04!600.52!601.21!601.75!602.89!605.96!610.03!613.23!615.33!615.60!616.03!616.51!618.13!618.88!623.48","0!!0!!0!!0","0!!0!!0!!0","NULL","NULL","female","41"," ","0!!26.171!!27.130!!27.532!!27.924!!28.312!!28.654!!28.969!!29.266!!29.575!!30.107!!34.385!!34.681!!34.900!!35.108!!35.354!!37.753!!38.003!!38.184!!40.588!!41.107!!41.141!!41.177!!41.213!!41.240!!41.45","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
